INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','967-758-6808','under review','2011-11-08','2031-02-22',5689);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','SE','891-335-7180','burned','2022-05-02','2027-08-05',9910);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','ZM','460-888-2535','deep cover','2017-08-07','2024-06-24',7371);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','BR','942-684-7628','emergency extraction','2008-07-25','2028-08-14',8120);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','AR','906-325-1185','emergency extraction','2010-07-16','2031-04-19',139);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','SE','977-321-7642','compromised','2023-05-13','2031-09-09',4094);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('law enforcement officer','PH','882-528-7557','compromised','2014-09-11','2033-04-22',1201);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CN','371-974-7080','burned','2020-01-04','2030-03-19',1219);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','PL','897-512-0378','infiltration','2017-07-24','2027-10-26',2153);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','AF','275-992-8970','inactive','2006-08-29','2025-08-10',8393);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','CO','112-998-0689','deep cover','2021-10-29','2034-08-28',9640);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','PS','602-980-7406','infiltration','2013-10-08','2029-09-01',5915);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','FI','339-834-6725','under review','2008-11-12','2033-05-14',7813);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','PT','167-452-8804','emergency extraction','2009-04-14','2033-02-02',9180);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','AF','803-602-2770','inactive','2014-06-05','2033-03-20',1668);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','RU','904-921-3969','compromised','2004-03-14','2030-03-22',151);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','BR','990-114-9802','inactive','2017-03-19','2031-12-03',8054);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','RU','309-225-4839','burned','2014-03-11','2024-11-02',6694);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','PK','333-549-2660','under surveillance','2023-02-06','2029-10-17',1137);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','GH','671-752-9177','inactive','2012-05-09','2029-02-18',7929);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','ID','197-166-4171','under surveillance','2008-09-10','2024-12-20',8641);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','CN','840-598-5378','emergency extraction','2020-07-27','2024-03-02',1279);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','CN','134-196-2383','inactive','2004-06-17','2024-01-06',8908);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','NG','270-294-2620','burned','2009-10-22','2025-05-15',5887);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','SA','572-935-2324','infiltration','2012-12-21','2026-04-22',7990);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','RU','261-615-0487','emergency extraction','2018-07-19','2027-04-26',3443);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','UG','730-646-6473','inactive','2013-06-02','2024-04-02',9299);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('finance/investment analyst','CN','432-379-6368','inactive','2014-04-12','2034-10-13',26);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','ID','669-761-9851','compromised','2007-10-20','2032-07-13',9944);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','US','646-823-5187','infiltration','2020-09-16','2029-11-23',8280);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','FR','172-197-4543','under review','2021-04-22','2033-10-14',6710);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','AL','325-606-9617','under surveillance','2011-04-12','2025-07-12',6773);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('social media influencer','GR','842-167-4113','under surveillance','2020-08-28','2031-02-22',6363);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','RU','833-299-5740','inactive','2008-09-16','2033-10-26',1931);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','VE','695-917-3778','burned','2013-04-09','2029-10-09',1645);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','FR','125-931-5341','deep cover','2017-11-30','2032-08-25',5393);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','HU','380-196-0774','active','2018-08-08','2025-10-28',1058);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','PT','656-594-4655','under surveillance','2015-01-07','2023-10-13',2615);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','PH','457-170-1015','infiltration','2005-11-08','2026-04-28',3351);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','CN','592-342-4958','under surveillance','2007-07-09','2030-08-04',3553);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','ET','518-125-1272','deep cover','2018-02-12','2029-12-10',9919);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('medical professional','FR','977-201-5228','under review','2019-04-04','2032-05-07',2106);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','PT','822-692-4399','under surveillance','2018-04-11','2029-10-21',779);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('academic researcher','FR','257-351-9238','compromised','2010-01-02','2030-04-11',1784);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('entertainment insider','MX','252-366-6228','deep cover','2023-07-30','2024-03-13',9410);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','CN','120-837-9043','compromised','2023-07-28','2023-02-12',2590);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('arts connoisseur','CN','894-639-0872','deep cover','2016-08-02','2034-08-31',3047);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','GT','196-642-9823','active','2011-10-17','2023-11-10',6234);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('construction worker/engineer','PH','648-322-6294','active','2019-12-22','2032-04-25',5410);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','PK','546-492-4293','inactive','2009-02-16','2028-03-02',5697);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','CN','873-247-6922','emergency extraction','2016-05-19','2025-12-18',7424);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('corporate executive','PE','381-179-0390','emergency extraction','2009-06-25','2030-11-12',4801);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('environmental activist','CN','783-283-3797','deep cover','2006-12-18','2034-03-01',751);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('freelance photographer','CA','658-426-4805','burned','2010-08-22','2032-03-01',499);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','PL','940-622-0288','burned','2005-05-05','2033-01-02',1952);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('business consultant','EC','274-974-4311','under development','2004-10-27','2028-09-03',2413);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('humanitarian worker','ID','968-487-6179','inactive','2012-11-20','2031-07-20',6993);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tech entrepreneur','MA','537-143-3585','emergency extraction','2005-05-03','2027-06-07',1331);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('tourist/traveler','ID','275-864-2762','under development','2014-10-30','2028-08-26',1021);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('journalist/reporter','ID','287-349-0803','burned','2013-09-17','2023-03-18',901);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('food/culinary expert','CN','215-132-7024','emergency extraction','2014-10-29','2025-02-14',4829);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','RU','753-737-3822','under review','2013-12-28','2024-07-07',2702);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','ID','506-597-0728','under surveillance','2014-08-25','2029-05-18',8542);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('security specialist','PH','784-695-0020','infiltration','2014-10-29','2034-05-06',9011);
INSERT INTO secret_identities(sid_type, sid_nationality, sid_other_details, sid_status, sid_issue_date, sid_exp_date, acode) VALUES('government official/diplomat','KZ','621-230-7396','under surveillance','2021-04-23','2030-10-11',2360);
